pre_field1_0,pre_field2_0,pre_field3_0,pre_field4_0,pre_field5_0,pre_field6_0,pre_field_T_0,post_field1_0,post_field2_0,post_field3_0,post_field4_0,post_field5_0,post_field6_0,post_field_T_0
0.138703380677363,0.532454048615503,0.874322109402237,0.414856113734527,0.434059995773646,0.336539447142686,2.7309350953459623,0.884099610132574,0.0752866377721743,0.609657188729532,0.913435405436719,0.870362696927461,0.79463753465388,4.14747907365234
0.23609589917688,0.97352439348833,0.726366862989574,0.480843328609588,0.391048025347939,0.0579725247120081,2.865851034324319,0.771550122353458,0.318641277539446,0.384444276625713,0.102715653525427,0.883555701338719,0.253109868016225,2.7140168993989877
0.0538537707158453,0.469551370611118,0.0269565907430562,0.237436217862097,0.346837284648584,0.460427644857403,1.5950628794381034,0.143163706478473,0.472575492674533,0.0969710898169302,0.685867845450409,0.344410740310641,0.431605164704193,2.1745940394351795
0.0913841155702943,0.997556111079082,0.563019296838645,0.344936505340103,0.923533362700656,0.0284387826703896,2.9488681741991702,0.967019530802421,0.115899728280089,0.287916744137178,0.114842455881248,0.0211475066712936,0.680795759896506,2.187621725668736
0.602450418228683,0.650932870182614,0.994263373346888,0.796667977158554,0.18990952139097,0.483428165021442,3.7176523253291505,0.677357240818101,0.962774703890468,0.97550377269568,0.45559337293716,0.776097540790267,0.784441047310446,4.631767678442122
0.36949856368972,0.916180822490977,0.692927904959084,0.064383547610965,0.324237976791843,0.690116771242046,3.057345586784635,0.296424389408245,0.759727339137135,0.805095375211571,0.45674402424954,0.475797325476669,0.494808985555052,3.288597439038212
0.299147433601468,0.531236375710969,0.137216467320514,0.0129267075001175,0.811951337678104,0.0654653703243686,1.857943692135541,0.0515739321620258,0.229708294220319,0.355644088696072,0.273713842952583,0.681258378093711,0.130943817876549,1.7228423540012598
0.0840286952018612,0.299165427417289,0.99500543655013,0.400327867423261,0.228595101721208,0.130285304478731,2.13740783279248,0.803781034473312,0.636383971311334,0.0242250318241862,0.776226532671452,0.142790232287495,0.660557300033323,3.043964102601102
0.738344988993299,0.904212690600597,0.956419427997145,0.689767262614822,0.590399930833394,0.81815187683774,4.697296177876996,0.274241728969956,0.685967920556971,0.342984610151831,0.939971692644931,0.203387706518335,0.309438587853602,2.755992246695626
0.491976635699373,0.784748641238789,0.388278982203996,0.0337793816519047,0.630746982597697,0.192518752761141,2.522049376152901,0.0728665365377256,0.592521834370688,0.936957609454571,0.706316032225303,0.217608463108681,0.422324413761842,2.9485948894588105
0.0480480844707253,0.852315395677165,0.481736880355783,0.0122145378685872,0.133656388035848,0.888422104792484,2.416393391200592,0.866579471843071,0.0985249385123194,0.783483624377525,0.889606752125347,0.993231188476815,0.7124757534456,4.343901728780677
0.895436510574119,0.895854002370649,0.756665850442351,0.133978697643988,0.428224327279935,0.606852738094235,3.717012126405277,0.535366808697609,0.549144926390182,0.941611669607546,0.0141433772068068,0.944654525268987,0.151954874222829,3.13687618139396
0.0090688244047835,0.356619246920951,0.70262446489287,0.799817164895219,0.870554865013241,0.634438685495554,3.3731232516226184,0.793911388339428,0.254708989642716,0.989665594877135,0.274415401903705,0.0904089231082673,0.580886603447059,2.98399690131831
0.14719617830918,0.377447593287827,0.894435192441711,0.657965107025901,0.643347939600107,0.83064184595379,3.551033856618516,0.602528479576326,0.367058109721181,0.972517486776208,0.873332344057551,0.32398339510984,0.193266288689336,3.332686103930442
0.590324844694697,0.279159087175941,0.829000944018242,0.750884273295892,0.0914859525491329,0.02892002419621,2.569775125930115,0.246585290191997,0.289287025381095,0.985810967512003,0.532248944754469,0.925309894369181,0.444153201404363,3.423395323613108
0.692426013675007,0.269307054144429,0.10826247250374,0.778740937850411,0.601712512148657,0.126608850836014,2.577057841158258,0.535084614409808,0.103508565244966,0.390009750655513,0.105542783109732,0.820254290249684,0.238564401105162,2.192964404774865
0.108935275602065,0.252010771733337,0.357081507093931,0.293175502911557,0.0386129923114984,0.695437580698856,1.7452536303512445,0.921163323978237,0.751116076609357,0.931841522580574,0.258701417573845,0.373876135404151,0.138178241702557,3.374876717848721
0.0108474787324803,0.257263277504733,0.747175742390401,0.132400585060623,0.541069376795989,0.1768543917508,1.865610852235026,0.916650362067498,0.12774209323597,0.803881535405095,0.969001177240522,0.550350092324553,0.237477545456689,3.6051028057303274
0.0098904499102816,0.718563712180818,0.616101590404876,0.450437325813765,0.861367087866914,0.936494289396655,3.5928544555733097,0.646372389101303,0.215577939839871,0.118610544033565,0.710231783679708,0.175367363383434,0.0553795389952194,1.9215395590331004
0.818327329393588,0.646789047983714,0.568882812725473,0.215946846407112,0.718842808192726,0.346882522739734,3.3156713674423473,0.33953107902065,0.492845131615504,0.956331893211883,0.552297835921459,0.453121620595933,0.814831624892725,3.608959185258154
0.714655312547975,0.160661780206115,0.581989924674434,0.714032452481532,0.175524304892705,0.0622518631396062,2.4091156379423677,0.763656298361067,0.528463382182537,0.902283759939104,0.0718234950381746,0.170311547445119,0.349136647425861,2.7856751303918625
0.501144966683929,0.257455965996425,0.479422276285384,0.823761873364141,0.475783925440427,0.0729306614018814,2.610499669172187,0.28828444822601,0.0273132152601943,0.186141671293173,0.465647604114679,0.869517054998071,0.391769088829657,2.228673082721784
0.844772734864615,0.316969603102772,0.533131493338733,0.208293199950765,0.984779416187002,0.878313579644527,3.7662600270884137,0.196848533912781,0.544305913635642,0.179782349947615,0.281382033468612,0.504687818433456,0.354778400553084,2.06178504995119
0.148695261740929,0.357470691892528,0.798392547722631,0.0822836510426862,0.933044254139202,0.962510579755018,3.2823969862929943,0.231429844217826,0.378442680502049,0.531907380472359,0.672034638705556,0.0405188851257332,0.0930195371447734,1.9473529661682965
0.138703380677363,0.532454048615503,0.874322109402237,0.414856113734527,0.434059995773646,0.336539447142686,2.7309350953459623,0.884099610132574,0.0752866377721743,0.609657188729532,0.913435405436719,0.870362696927461,0.79463753465388,4.14747907365234
0.23609589917688,0.97352439348833,0.726366862989574,0.480843328609588,0.391048025347939,0.0579725247120081,2.865851034324319,0.771550122353458,0.318641277539446,0.384444276625713,0.102715653525427,0.883555701338719,0.253109868016225,2.7140168993989877
0.0538537707158453,0.469551370611118,0.0269565907430562,0.237436217862097,0.346837284648584,0.460427644857403,1.5950628794381034,0.143163706478473,0.472575492674533,0.0969710898169302,0.685867845450409,0.344410740310641,0.431605164704193,2.1745940394351795
0.0913841155702943,0.997556111079082,0.563019296838645,0.344936505340103,0.923533362700656,0.0284387826703896,2.9488681741991702,0.967019530802421,0.115899728280089,0.287916744137178,0.114842455881248,0.0211475066712936,0.680795759896506,2.187621725668736
0.602450418228683,0.650932870182614,0.994263373346888,0.796667977158554,0.18990952139097,0.483428165021442,3.7176523253291505,0.677357240818101,0.962774703890468,0.97550377269568,0.45559337293716,0.776097540790267,0.784441047310446,4.631767678442122
0.36949856368972,0.916180822490977,0.692927904959084,0.064383547610965,0.324237976791843,0.690116771242046,3.057345586784635,0.296424389408245,0.759727339137135,0.805095375211571,0.45674402424954,0.475797325476669,0.494808985555052,3.288597439038212
0.299147433601468,0.531236375710969,0.137216467320514,0.0129267075001175,0.811951337678104,0.0654653703243686,1.857943692135541,0.0515739321620258,0.229708294220319,0.355644088696072,0.273713842952583,0.681258378093711,0.130943817876549,1.7228423540012598
0.0840286952018612,0.299165427417289,0.99500543655013,0.400327867423261,0.228595101721208,0.130285304478731,2.13740783279248,0.803781034473312,0.636383971311334,0.0242250318241862,0.776226532671452,0.142790232287495,0.660557300033323,3.043964102601102
0.738344988993299,0.904212690600597,0.956419427997145,0.689767262614822,0.590399930833394,0.81815187683774,4.697296177876996,0.274241728969956,0.685967920556971,0.342984610151831,0.939971692644931,0.203387706518335,0.309438587853602,2.755992246695626
